,text,is_misinfo
4236,"The massive overpaid public sector is the problem. It is why lockdowns will continue and why the UK is finished as a wealth generator. The gov's current policy is rational: depopulation is the only answer and the ""vaccine"" is the tool to accomplish that goal",1
4237,Vaccine clinic day 2 started time to cry,0
4238,"If 2021 science means accepting an experimental vaccine which causes adverse reactions in healthy trial subjects, is coated in a neurotoxin, binds to antibodies to make virus proteins and may affect foetal health then yes - reject this “science” which only benefits Big Pharma 😡",1
4239,"My parents (both late 60s) have just booked their vaccines. Such a relief to see this is actually working.

https://t.co/EFFY1y1GiC",0
4240,"Tel Aviv hospital cures 29 of 30 COVID-19 patients in days, it says - The Jerusalem Post. We need this and not an unproven potentially dangerous gene therapy “vaccine” that in prior attempts killed it animal test subjects.  https://t.co/sc7YUjZwVG",1
4241,"Irish Dr Gerard Waters has refused to administer CV vaccines or refer pts for tests. ""I'm a conscientious objector,"" he told RTE. ""I will not put anything into someone else's arm that I would not put into my own arm (like)...an experimental mRNA vaccine.""
https://t.co/Ftl6eDZScP",1
4242,this 2nd dose of moderna got me achy af today 🙃,0
4243,"When it comes time to register for the vaccine, I'm gonna get a teenager to sign me up with a $100 incentive. That kid will have me booked in two minutes.",0
4244,Which vaccine st kitts and so got,0
4245,Trying to set up a vaccine appointment online for my 80-year old grandmother on the Publix COVID site has been a nightmare. Whoever said America was a third-world country wearing a Gucci belt hit the nail directly on the head.,0
4246,"Oh my goodness I could cry, my dad has just booked his covid vaccine for next week.",0
4247,Rite Aid to begin scheduling COVID-19 vaccine appointments: https://t.co/8yHoo6aklS,0
4248,"Dr Marcus de Brun @indepdubnrth speaks on the @NiallBoylanShow about being a conscientious objector with regard to the experimental gene therapies being touted as Covid-19 vaccines. 
https://t.co/JEoi0ha9BJ",1
4249,"Zocdoc, growing as vaccine appointment scheduler, raises $150 million https://t.co/oA0fL1XSkB by @brucejapsen",0
4250,"Former Pfizer VP: ‘No need for vaccines,’ ‘the pandemic is effectively over’｜酒井憲 #note https://t.co/uoBWJLsH2x",1
4251,COVID-19: Over-65s to start receiving vaccine letters next week as rollout moves on | Politics News | Sky News #covid19 #rdguk make sure your booked for the vaccine  https://t.co/2rT6XDTgQR,0
4252,Is it true the vaccine for Covid is patented under “Gene Therapy”? Essentially changing our DNA?,1
4253,I get my second vaccine today 😬,0
4254,Our vaccine rollout is awful. The UK will be rollercoastering in Alton Towers while we're still in our 5ks. But you guys are focused on a tiny minority of people going to a fake dentist appointment in Tenerife. Direct your anger where it should always go- upwards.,0
4255,"If you receive the Covid-19 Vaccine you are officially participating in a clinical trial of an experimental drug....that's why the offer you $$, Weed and commuted sentences in prison to intice you to take the Vaccine. #BeyondTuskegee #NoVaccines 
https://t.co/pErJyZFhdy",1
4256,"Mmmm @MattHancock
BioNTech's CEO says 1st and 2nd dose shouldn't be over 6 weeks apart

https://t.co/9Edf3Ypv5i

Sent via @updayUK",0
4257,"It's Gene Therapy, Not a Vaccine https://t.co/m0z6tBQ44X",1
4258,"So let's work this out..
Experimental.
It may not work.
It may make you sterile.
It may have side effects.
Masks don't work.
No flu cases this year.
99% recovery.
Covid deaths don't add up in comparison with overall death figures.
Many doctors saying you don't need a vaccine.",1
4259,"Where we are at. 

1. Millions have had the Covid experimental vaccines
2. People are still in lockdown and wear masks
3. No proof the vaccines work 
4. I would rather not travel abroad than be made to have vaccine I don't need.
5. The goal posts keep moving. Stop fooling for it. https://t.co/v3a5WeH9nw",1
4260,"Good Morning!  I had my 2nd Covid shot yesterday at a pharmacy.  I was prepared to face evil side effects, but so far all I have is a sore arm.  My vaccine was the Moderna version.  Please get vaccinated as soon as you can.",0
4261,"You see, a vaccine which has skipped any stage of clinical trials = a rushed vaccine. 62% efficacy are you kidding me? You guys claimed that was an idiotic thing to say though",1
4262,Just had my first dose of the Covid vaccine this morning. I have a weakened immune system so I'm expecting some side effects from it but nothing so far. Only been a few hours though. #AstraZeneca #Covid19UK,0
4263,Dr. David Martin on Experimental mRNA Technology: This is NOT a Vaccine! It is a Medical Device https://t.co/2zYlx2AwW8,1
4264,I have my appointment for covid vaccine pfizer next thurs.  Rthank you #NHS ❤,0
4265,"Vaccine Update, 18 hours post-2nd dose: Some mild soreness at my injection site + mild axial lymphadenopathy (armpit lymph node is swollen)",0
4266,"Any teachers, school staff getting ready to sign up for a vaccine appointment this morning? Would love to hear how it goes! Keep me posted here or email me elsa.gillis@wsoc-tv.com! ⁦@wsoctv⁩ 
 https://t.co/erI1kME3a4",0
4267,I just booked my COVID-19 vaccine. I’m so nervous,0
4268,"Vaccine appointment offered, accepted and booked. Woo hoo! Happy Friday indeed",0
4269,finally got my covid vaccine booked 🙏🏽,0
4270,"Just back from my first vaccine dose. 
Now I wait for the 2nd and hope that @transguysteve gets called in soon for his 1st. https://t.co/pQ9WOaHGK1",0
4271,Could the mark of the beast be an untested vaccine? @robertjeffress @PastorJohnHagee,1
4272,"So every CVS, Walgreens, WalMart...in Texas is fully booked for the vaccine. Today is the first day available??",0
4273,"It's Gene Therapy, Not a Vaccine https://t.co/eSPl4zCqv8",1
4274,I was finally able to book a vaccine appointment for my dad just now &amp; he’s crying 🥺 thank you @Publix 💚,0
4275,Booked my vaccine appointment. Nice to know I have severe asthma and not moderate,0
4276,"Did you get your 'Gene-Therapy' shot yet?..Hmm?
If you're confused,
That's what Pfizer &amp; Moderna call their shot.  Yep, 'Gene Therapy'.

Did you know that all 'Gene Therapy' is completely EXPERIMENTAL?

Yep!
So, Rethink getting the Covid shot.
You'll be glad you reconsidered. https://t.co/a3GrG6BHR9",1
4277,"Tweeting this as someone asked for continuing good news vaccine updates, but my dad's all booked in for his tomorrow!!!! 🌟🌟🌟",0
4278,Trying to get a vaccine appointment is maddening,0
4279,Vaccine booked for tomorrow 💉😁,0
4280,I’m booked in for the vaccine on Monday 🥺🥺🥺🥺 I can see the light at the end of the tunnel 🙏🏽,0
4281,Are you in group 1A or 1B in Kentucky and looking to sign-up for a COVID-19 vaccine appointment? All appointments are filled at the NKY Convention Center for the next week but more are coming. More info: https://t.co/RMrnxnsu5Y,0
4282,Local Radio Reports 'Many Dying' in Israel Following Pfizer Experimental mRNA Injections https://t.co/kCDCADFzr1,1
4283,Just putting it out there (not conspiracy theory) remember it’s an Experimental vaccine. #first dose offers little to no protection. Mutations render vaccine pointless at this point. Not enough studies done me #no vaccine.,1
4284,I have been trying to schedule my 78 year old dad for a vaccine shot for weeks now…first the state site cancels his appointment and now @Walgreens lets me select a time and then this…  I am at a loss for words… #upset #shocked https://t.co/yc6Sa55vgQ,0
4285,Vaccine booked for tomorrow. Mum next week. Feeling very grateful ❤️,0
4286,"Israeli rabbi, Iranian cleric both claim Covid-19 vaccine 'can make people gay' -- There are other reasons, founded in science, for, where possible, avoiding the experimental coronavirus vaccines. And there is evidence that coronavirus effects the brain:  https://t.co/sEqgTjSYGb",1
4287,It’s gene therapy folks. NOT A VACCINE.,1
4288,"That's my jab booked.
#vaccine",0
4289,So thankful to have my second vaccine appointment booked for next Wednesday 🙌🏻,0
4290,"Wear a mask, don’t see friends or family, get a rushed and entirely unproven vaccine, still social distance and wear a mask after getting it https://t.co/LdCKanTqK9",1
4291,"The vaccine isn't even a vaccine. It's gene therapy, genetic engineering. Highly experimental, past experiments with gene therapy haven't turned out well. A few deaths, and they ground the research to a halt in the mid 2000s.  Calling it a vax is deceptive and wrong.",1
4292,"Irish GP who refuses to give vaccine breaks silence after being slammed by HSE https://t.co/27ZOY3T908 The Irish Doctors are finally speaking out against this deadly vaccine and flawed `tests`.
The doctor also revealed he does not refer his patients for Covid tests...",1
4293,"2nd shipment of #Russian vaccine sent to #Iran
#COVID19 #coronavirus #Russia #Unews https://t.co/yMzwt59TrP",0
4294,The main man at Pfizer says people shouldn’t have to wait longer than 6 weeks between 1st and 2nd vaccine but yet not a peep from the government. Also all the good news reported is about AZ no information about Pfizer. Any more info on this? #COVIDVaccination @xandvt,0
4295,"People with health conditions should have been ahead of essential workers but since that is not how we are doing things in Illinois, this is the right decision. It's already chaos and nearly impossible trying to get a vaccine appointment. #COVID19 https://t.co/zDO0PoW4xa",0
4296,Done! 2nd dosed of vaccine. 😬,0
4297,"It's Gene Therapy, Not a Vaccine https://t.co/3VAbLi5NoD",1
4298,Got my second dose of the Moderna vaccine! Will provide updates 👍🏽,0
4299,"Both parents received 1st dose of vaccine yesterday.
Dad (70) and mum (69), even tho' my mum's app't was supposed to be 18th.
She took her letter, asked if they could do her at same time, which they did ""no problem"". Saved a 2nd journey and reduced risk.
Thank you SNHS!",0
4300,Is 2nd dose Pfizer back? Friend had first &amp; had 2nd appointment in 4 weeks!,0
4301,Ok so I finally got back down into the 98s for temp. So around 3 to 5 hrs of bs is what I went through for the 2nd covid vaccine,0
4302,"Map- CVS pharma COVID vaccine availability by state.
Appointments fully booked almost everywhere, but you can check back daily.
https://t.co/gK3yqr7Hzv",0
4303,Appointments available now: https://t.co/7hVZmtymHl https://t.co/j4hngjlCeS,0
4304,Vaccinating at a 2nd dose Moderna Clinic today.   I will sneak peeks at your posts especially this afternoon.  Keep the pressure on your senators to do the right thing for our country.  Thanks all!,0
4305,Anyone had any luck with the CVS Vaccine appointment app so far? I see available appointments but the page crashes,0
4306,"First vaccine shot down, 2nd booked in for April 30th 🙌 https://t.co/3LoQ9m3a5f",0
4307,Just had Pfizer.This makes me feel so nervous. Have I had it for nothing? Will it be effective? My second dose hasn’t been booked. The mental health worry caused by this incompetent govt just grim https://t.co/p0oJyYwGhc,0
4308,First COVID vaccine booked!,0
4309,Just booked an elderly couple their vaccine shots for valentine's day and they were so cute about it 🥺🥺 https://t.co/3ywijQAkB9,0
4310,Had 2nd COVID vaccine yesterday https://t.co/tUj51mpcKN,0
4311,Vaccine booked https://t.co/HwCd9lOK1L,0
4312,"I know three practising doctors who disagree with the agenda and are willing to tick the vaccine box to set you free. 

Free thinkers will never take an experimental jab for a 99.98% harmless virus. 

We are free. We will work around you @VictorianCHO 
@DanielAndrewsMP.",1
4313,I took my 2nd dose of the vaccine yesterday and I literally want to die rn,0
